Date,Country,Affiliate,Regs,Ret_Day1,Ret_Day7,Complete_Tutorial,Spend,Depositors_D0,Deposits_D0,Deposit_Amount_D0,Deposits_D1,Depositors_D1,Deposit_Amount_D1,Deposits_D7,Depositors_D7,Deposit_Amount_D7,Deposits_D10,Depositors_D10,Deposit_Amount_D10,Deposits_D30,Depositors_D30,Deposit_Amount_D30,Zone,Month,Day
2020-03-03,UK,Affiliate_31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,3
2020-03-03,UK,Affiliate_33,90,27,9,67,656,2,2,1,2,2,1,4,2,15,4,2,15,6,2,24,Europe,3,3
2020-03-03,UK,Affiliate_34,15,4,2,14,160,0,0,0,2,1,25,2,1,25,2,1,25,2,1,25,Europe,3,3
2020-03-03,UK,Rest,385,131,45,283,2628,2,4,28,11,4,70,12,4,81,12,4,81,14,6,84,Europe,3,3
2020-03-03,USA,Affiliate_26,362,124,56,288,7850,6,11,136,27,12,223,37,12,326,42,13,348,64,15,537,NA,3,3
2020-03-03,USA,Affiliate_27,413,165,64,307,16530,7,9,45,50,21,680,69,26,1056,71,27,1081,101,32,1473,NA,3,3
2020-03-03,USA,Affiliate_28,150,59,19,135,5238,5,6,14,20,10,88,20,10,88,21,11,88,22,12,95,NA,3,3
2020-03-03,USA,Affiliate_29,2839,1057,438,2447,70795,72,114,1329,328,146,3537,467,165,4854,560,178,5981,980,208,10771,NA,3,3
2020-03-03,USA,Affiliate_30,193,74,28,160,6990,4,8,110,32,11,408,45,13,550,57,15,653,103,15,1090,NA,3,3
2020-03-03,USA,Affiliate_31,389,166,65,336,4536,9,28,545,68,21,1003,102,27,1430,114,28,1638,204,28,3110,NA,3,3
2020-03-03,USA,Affiliate_32,10,5,2,9,1475,0,0,0,3,2,29,4,2,72,8,3,108,12,3,159,NA,3,3
2020-03-03,USA,Affiliate_33,186,54,15,126,1784,2,3,4,4,3,14,6,4,45,7,4,60,11,5,77,NA,3,3
2020-03-03,USA,Affiliate_34,490,165,70,361,6574,5,6,35,28,15,285,39,18,367,41,19,398,96,20,804,NA,3,3
2020-03-03,USA,Affiliate_35,231,84,42,172,10502,5,12,228,45,14,1213,100,18,2356,130,18,2979,254,21,6491,NA,3,3
2020-03-03,USA,Affiliate_36,53,23,3,44,134,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,3,3
2020-03-03,USA,Rest,2101,539,200,1244,13203,20,39,431,114,42,1158,164,53,1640,189,56,2029,393,64,5320,NA,3,3
2020-04-03,Australia,Affiliate_27,33,12,3,24,571,1,1,0,1,1,0,4,4,50,4,4,50,4,4,50,Asia,4,3
2020-04-03,Australia,Affiliate_34,8,2,1,7,146,1,1,0,1,1,0,1,1,0,1,1,0,5,2,59,Asia,4,3
2020-04-03,Australia,Rest,35,7,5,21,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,4,3
2020-04-03,Canada,Affiliate_27,48,19,9,39,1853,1,1,0,2,2,2,7,3,36,7,3,36,12,3,66,NA,4,3
2020-04-03,Canada,Affiliate_34,102,41,18,95,1958,3,7,107,13,4,204,24,6,290,30,8,360,48,8,526,NA,4,3
2020-04-03,Canada,Rest,16,2,2,15,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,3
2020-04-03,France,Affiliate_26,92,39,14,81,0,0,0,0,2,1,3,6,4,74,8,4,86,12,4,112,Europe,4,3
2020-04-03,France,Affiliate_27,66,23,10,53,939,1,1,1,11,2,110,20,2,197,26,3,241,39,4,359,Europe,4,3
2020-04-03,France,Affiliate_29,1070,396,141,960,11175,12,15,205,56,27,855,87,32,1335,96,33,1458,167,44,2213,Europe,4,3
2020-04-03,France,Affiliate_30,30,15,10,41,139,0,0,0,1,1,26,2,2,42,4,2,74,7,3,122,Europe,4,3
2020-04-03,France,Affiliate_31,199,81,19,156,5084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,3
2020-04-03,France,Affiliate_34,17,5,2,13,119,1,1,19,4,2,64,8,2,104,9,2,116,13,2,188,Europe,4,3
2020-04-03,France,Affiliate_35,85,31,10,50,1016,0,0,0,0,0,0,0,0,0,0,0,0,4,1,94,Europe,4,3
2020-04-03,France,Rest,53,14,8,41,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,3
2020-04-03,Germany,Affiliate_26,29,14,7,26,0,0,0,0,1,1,24,7,3,48,15,4,163,22,4,213,Europe,4,3
2020-04-03,Germany,Affiliate_27,69,29,11,48,688,2,3,10,13,6,165,15,6,194,18,6,264,19,6,267,Europe,4,3
2020-04-03,Germany,Affiliate_29,581,229,79,490,10999,6,10,83,39,16,405,60,22,617,79,28,837,134,35,1751,Europe,4,3
2020-04-03,Germany,Affiliate_30,14,6,3,10,275,0,0,0,1,1,16,4,2,25,4,2,25,5,2,32,Europe,4,3
2020-04-03,Germany,Affiliate_31,478,209,46,385,8811,5,7,92,29,12,277,45,15,443,53,15,568,77,18,882,Europe,4,3
2020-04-03,Germany,Affiliate_33,58,11,3,39,369,0,0,0,1,1,6,2,2,23,2,2,23,4,3,27,Europe,4,3
2020-04-03,Germany,Affiliate_34,229,76,24,166,2224,0,0,0,1,1,3,5,4,50,5,4,50,6,4,51,Europe,4,3
2020-04-03,Germany,Rest,96,34,15,82,749,0,0,0,1,1,4,1,1,4,1,1,4,3,3,9,Europe,4,3
2020-04-03,Japan,Affiliate_27,8,3,2,6,335,1,5,25,8,1,41,12,1,52,18,1,66,34,1,144,Asia,4,3
2020-04-03,Japan,Affiliate_29,70,19,3,48,3980,4,4,23,4,4,23,4,4,23,5,4,63,5,4,63,Asia,4,3
2020-04-03,Japan,Affiliate_34,14,3,0,10,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,4,3
2020-04-03,Japan,Rest,14,5,1,12,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,4,3
2020-04-03,Rest of the world,Affiliate_26,190,71,16,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rest of the world,4,3
2020-04-03,Rest of the world,Affiliate_27,267,102,39,216,4064,1,1,6,20,9,374,37,11,611,44,14,640,76,15,845,Rest of the world,4,3
2020-04-03,Rest of the world,Affiliate_28,284,87,25,223,1802,0,0,0,1,1,1,1,1,1,1,1,1,3,1,2,Rest of the world,4,3
2020-04-03,Rest of the world,Affiliate_29,2943,1062,374,2380,84488,63,102,841,293,127,2414,405,156,3566,488,168,4621,845,194,8863,Rest of the world,4,3
2020-04-03,Rest of the world,Affiliate_30,609,219,73,479,3318,4,6,33,49,12,347,69,17,608,80,19,741,142,20,1338,Rest of the world,4,3
2020-04-03,Rest of the world,Affiliate_31,1825,506,86,1340,2216,5,5,32,14,9,48,19,11,68,23,11,107,37,12,197,Rest of the world,4,3
2020-04-03,Rest of the world,Affiliate_32,3574,1189,501,2800,176878,86,155,1817,493,183,5755,713,214,8908,893,222,12174,1379,249,19523,Rest of the world,4,3
2020-04-03,Rest of the world,Affiliate_33,940,243,46,620,2691,4,4,15,8,6,73,12,7,153,17,7,226,34,9,447,Rest of the world,4,3
2020-04-03,Rest of the world,Affiliate_34,3627,1043,295,2648,14398,5,7,10,28,17,120,55,28,328,70,31,493,142,36,1047,Rest of the world,4,3
2020-04-03,Rest of the world,Rest,747,203,54,582,2924,8,10,64,29,14,285,40,16,359,46,16,396,81,18,783,Rest of the world,4,3
2020-04-03,Russia,Affiliate_26,591,289,92,567,0,2,4,1,12,4,17,21,9,60,28,10,88,65,12,191,Europe,4,3
2020-04-03,Russia,Affiliate_28,370,148,42,352,1369,1,1,1,4,3,24,11,4,102,14,4,151,33,5,350,Europe,4,3
2020-04-03,Russia,Affiliate_30,258,147,67,296,1559,2,3,4,12,6,46,23,7,103,32,8,137,58,10,235,Europe,4,3
2020-04-03,Russia,Affiliate_31,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,3
2020-04-03,Russia,Affiliate_33,239,95,33,209,471,1,1,24,4,3,45,9,4,87,11,4,104,12,4,122,Europe,4,3
2020-04-03,Russia,Affiliate_34,974,398,187,1126,2911,4,5,26,14,11,50,20,13,56,32,18,146,83,28,495,Europe,4,3
2020-04-03,Russia,Rest,653,229,71,598,2516,2,2,0,15,7,76,32,11,147,41,11,183,64,12,260,Europe,4,3
2020-04-03,South Korea,Affiliate_26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,4,3
2020-04-03,South Korea,Affiliate_27,4,0,0,1,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,4,3
2020-04-03,South Korea,Affiliate_28,272,85,5,258,1014,4,8,38,10,4,90,12,4,94,13,4,129,19,4,214,Asia,4,3
2020-04-03,South Korea,Affiliate_29,241,52,10,302,6250,4,4,11,7,5,30,10,6,36,10,6,36,18,7,68,Asia,4,3
2020-04-03,South Korea,Affiliate_34,15,6,1,20,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,4,3
2020-04-03,South Korea,Rest,46,12,5,34,372,0,0,0,2,2,29,3,2,52,3,2,52,4,3,55,Asia,4,3
2020-04-03,Spain,Affiliate_26,40,14,2,34,0,0,0,0,0,0,0,0,0,0,2,1,22,2,1,22,Europe,4,3
2020-04-03,Spain,Affiliate_27,17,7,0,14,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,3
2020-04-03,Spain,Affiliate_31,95,30,7,95,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,3
2020-04-03,Spain,Affiliate_34,38,18,10,32,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,3
2020-04-03,Spain,Rest,14,5,2,17,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,3
2020-04-03,UK,Affiliate_26,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,3
2020-04-03,UK,Affiliate_27,66,20,7,46,740,1,1,1,4,2,12,5,3,12,5,3,12,5,3,12,Europe,4,3
2020-04-03,UK,Affiliate_29,341,132,60,334,5591,6,14,142,41,12,446,55,15,627,67,16,723,171,23,1802,Europe,4,3
2020-04-03,UK,Affiliate_33,91,30,8,60,630,0,0,0,4,2,13,4,3,13,4,3,13,4,3,13,Europe,4,3
2020-04-03,UK,Affiliate_34,19,8,4,19,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,3
2020-04-03,UK,Rest,330,156,45,291,2523,6,7,108,25,9,316,29,10,371,37,10,458,87,10,942,Europe,4,3
2020-04-03,USA,Affiliate_26,345,139,43,274,8428,5,6,49,26,14,203,36,15,260,45,18,354,100,20,1359,NA,4,3
2020-04-03,USA,Affiliate_27,392,169,52,318,15450,9,17,143,59,22,568,81,25,794,93,26,849,150,28,1405,NA,4,3
2020-04-03,USA,Affiliate_28,166,74,21,161,4228,6,7,12,28,10,337,36,11,425,38,11,580,50,12,724,NA,4,3
2020-04-03,USA,Affiliate_29,2675,977,392,2268,72802,65,115,1244,336,131,3956,497,162,5775,647,176,7781,1102,200,13441,NA,4,3
2020-04-03,USA,Affiliate_30,183,99,42,172,6374,7,14,158,45,20,374,52,20,460,65,23,673,124,24,1417,NA,4,3
2020-04-03,USA,Affiliate_31,352,158,66,309,2404,5,12,131,40,15,442,60,18,732,74,20,958,121,24,1883,NA,4,3
2020-04-03,USA,Affiliate_32,14,8,4,14,1737,2,2,12,12,4,154,13,4,188,15,4,195,28,4,363,NA,4,3
2020-04-03,USA,Affiliate_33,169,59,19,121,1595,1,1,1,4,3,95,9,6,185,12,7,229,17,8,437,NA,4,3
2020-04-03,USA,Affiliate_34,788,267,74,578,9476,2,3,62,22,12,228,34,16,311,43,17,408,77,19,814,NA,4,3
2020-04-03,USA,Affiliate_35,242,103,42,188,10577,9,13,125,31,17,331,44,23,497,48,24,526,64,27,638,NA,4,3
2020-04-03,USA,Affiliate_36,65,29,5,59,170,0,0,0,0,0,0,0,0,0,1,1,25,2,1,31,NA,4,3
2020-04-03,USA,Rest,2282,585,168,1305,14884,17,28,262,81,30,754,114,36,1048,132,39,1196,246,49,2591,NA,4,3
2020-05-03,Australia,Affiliate_27,32,19,7,23,561,0,0,0,0,0,0,0,0,0,3,1,9,8,3,58,Asia,5,3
2020-05-03,Australia,Affiliate_34,14,8,4,10,215,1,2,4,12,2,55,15,2,61,22,2,122,51,2,373,Asia,5,3
2020-05-03,Australia,Rest,37,11,4,27,287,1,2,6,2,1,6,6,2,13,6,2,13,6,2,13,Asia,5,3
2020-05-03,Canada,Affiliate_27,41,18,6,33,1584,0,0,0,1,1,7,1,1,7,1,1,7,2,2,22,NA,5,3
2020-05-03,Canada,Affiliate_31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5,3
2020-05-03,Canada,Affiliate_34,174,56,20,137,3370,1,1,3,9,4,78,9,4,78,9,4,78,18,4,180,NA,5,3
2020-05-03,Canada,Rest,19,5,4,12,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5,3
2020-05-03,France,Affiliate_26,52,26,9,42,0,2,2,22,6,4,73,8,4,89,11,4,141,20,4,266,Europe,5,3
2020-05-03,France,Affiliate_27,74,30,13,49,785,2,4,54,8,3,131,12,4,236,12,4,255,21,4,466,Europe,5,3
2020-05-03,France,Affiliate_29,756,254,78,618,9186,4,4,10,20,12,318,28,14,401,31,15,427,55,20,618,Europe,5,3
2020-05-03,France,Affiliate_30,8,5,2,10,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,5,3
2020-05-03,France,Affiliate_31,153,61,8,124,6280,1,1,3,4,2,30,5,2,50,8,2,117,14,3,195,Europe,5,3
2020-05-03,France,Affiliate_34,20,8,4,19,143,0,0,0,0,0,0,0,0,0,0,0,0,2,1,45,Europe,5,3
2020-05-03,France,Affiliate_35,51,11,5,32,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,5,3
2020-05-03,France,Rest,41,14,3,40,362,0,0,0,0,0,0,0,0,0,1,1,16,1,1,16,Europe,5,3
2020-05-03,Germany,Affiliate_26,27,12,6,19,0,0,0,0,3,2,13,4,3,23,5,3,49,7,3,78,Europe,5,3
2020-05-03,Germany,Affiliate_27,47,13,6,54,879,1,2,7,3,2,26,3,2,26,3,2,26,4,3,36,Europe,5,3
2020-05-03,Germany,Affiliate_29,577,221,77,479,10743,11,20,172,56,24,508,69,29,638,77,30,711,112,35,1092,Europe,5,3
2020-05-03,Germany,Affiliate_30,25,9,5,20,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,5,3
2020-05-03,Germany,Affiliate_31,390,150,49,319,8811,6,10,86,31,14,244,41,17,279,48,18,308,73,20,462,Europe,5,3
2020-05-03,Germany,Affiliate_33,59,21,4,47,425,1,1,2,2,1,4,2,1,4,2,1,4,2,1,4,Europe,5,3
2020-05-03,Germany,Affiliate_34,249,86,41,186,2716,4,5,69,20,7,299,27,8,416,34,10,513,55,10,874,Europe,5,3
2020-05-03,Germany,Rest,112,34,11,72,800,1,1,6,3,2,29,4,2,35,7,3,62,7,3,62,Europe,5,3
2020-05-03,Japan,Affiliate_27,10,5,4,9,410,0,0,0,4,2,83,7,2,123,8,2,158,35,3,549,Asia,5,3
2020-05-03,Japan,Affiliate_29,49,13,5,33,3510,3,3,8,5,4,38,5,4,38,5,4,38,5,4,38,Asia,5,3
2020-05-03,Japan,Affiliate_34,14,5,0,12,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,5,3
2020-05-03,Japan,Rest,1,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,5,3
2020-05-03,Rest of the world,Affiliate_26,228,75,16,169,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rest of the world,5,3
2020-05-03,Rest of the world,Affiliate_27,278,94,28,195,3796,3,3,10,22,7,322,42,8,622,52,8,739,101,8,1478,Rest of the world,5,3
2020-05-03,Rest of the world,Affiliate_28,306,87,22,232,2308,1,2,4,4,2,12,4,3,13,6,3,20,29,3,142,Rest of the world,5,3
2020-05-03,Rest of the world,Affiliate_29,2733,1009,352,2196,68470,59,118,1209,344,121,4310,459,136,6118,573,148,8051,950,165,13910,Rest of the world,5,3
2020-05-03,Rest of the world,Affiliate_30,590,216,70,461,3797,3,3,23,17,9,185,42,15,476,55,20,579,137,24,1530,Rest of the world,5,3
2020-05-03,Rest of the world,Affiliate_31,1400,415,57,1013,2074,2,3,11,4,3,11,4,3,11,4,3,11,4,3,11,Rest of the world,5,3
2020-05-03,Rest of the world,Affiliate_32,3616,1235,503,2866,172592,101,164,1992,490,193,5474,677,236,8108,812,248,10126,1364,280,17818,Rest of the world,5,3
2020-05-03,Rest of the world,Affiliate_33,969,250,49,641,2655,2,3,17,6,4,36,8,5,63,10,7,96,19,9,139,Rest of the world,5,3
2020-05-03,Rest of the world,Affiliate_34,3758,1103,323,2709,15118,8,11,64,39,21,251,79,28,740,98,33,904,171,40,1512,Rest of the world,5,3
2020-05-03,Rest of the world,Rest,737,210,74,561,4197,1,1,1,6,5,30,15,7,79,24,12,151,81,17,590,Rest of the world,5,3
2020-05-03,Russia,Affiliate_26,507,256,79,504,0,3,4,4,10,6,10,15,6,13,19,6,14,35,9,49,Europe,5,3
2020-05-03,Russia,Affiliate_28,378,131,36,356,1209,0,0,0,4,2,7,4,2,7,4,2,10,11,3,37,Europe,5,3
2020-05-03,Russia,Affiliate_30,224,101,42,207,1486,3,3,4,13,5,38,20,6,52,24,7,63,70,9,173,Europe,5,3
2020-05-03,Russia,Affiliate_31,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,5,3
2020-05-03,Russia,Affiliate_33,236,95,36,205,467,2,2,1,4,2,1,11,2,38,20,4,95,69,5,229,Europe,5,3
2020-05-03,Russia,Affiliate_34,891,367,150,912,2714,4,4,5,21,12,167,36,17,241,50,19,323,97,27,569,Europe,5,3
2020-05-03,Russia,Rest,660,216,86,605,2552,3,3,1,15,9,56,25,11,103,41,14,146,74,15,425,Europe,5,3
2020-05-03,South Korea,Affiliate_26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,5,3
2020-05-03,South Korea,Affiliate_27,9,3,0,5,367,0,0,0,1,1,15,2,1,30,2,1,30,2,1,30,Asia,5,3
2020-05-03,South Korea,Affiliate_28,295,82,4,274,933,1,1,1,9,5,23,13,6,30,13,6,30,13,6,30,Asia,5,3
2020-05-03,South Korea,Affiliate_29,227,51,10,162,5812,4,7,71,18,6,200,20,7,256,20,7,256,28,7,381,Asia,5,3
2020-05-03,South Korea,Affiliate_34,10,3,0,7,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,5,3
2020-05-03,South Korea,Rest,61,11,6,50,797,0,0,0,1,1,2,2,1,2,2,1,2,2,1,2,Asia,5,3
2020-05-03,Spain,Affiliate_26,32,8,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,5,3
2020-05-03,Spain,Affiliate_27,12,4,2,7,115,1,4,54,6,2,70,11,2,105,12,2,111,16,2,137,Europe,5,3
2020-05-03,Spain,Affiliate_31,62,24,3,54,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,5,3
2020-05-03,Spain,Affiliate_34,35,9,6,26,234,1,1,1,2,1,1,3,1,4,3,1,4,3,1,4,Europe,5,3
2020-05-03,Spain,Rest,9,2,0,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,5,3
2020-05-03,UK,Affiliate_26,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,5,3
2020-05-03,UK,Affiliate_27,67,28,10,55,751,1,2,4,3,2,4,4,2,5,7,2,10,33,3,131,Europe,5,3
2020-05-03,UK,Affiliate_29,286,100,33,228,4175,8,13,92,43,13,363,55,14,444,65,14,519,145,18,1060,Europe,5,3
2020-05-03,UK,Affiliate_31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,5,3
2020-05-03,UK,Affiliate_33,63,24,6,42,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,5,3
2020-05-03,UK,Affiliate_34,21,10,5,16,199,1,1,3,2,2,10,2,2,10,2,2,10,7,2,52,Europe,5,3
2020-05-03,UK,Rest,373,140,54,293,2673,2,4,16,9,4,35,11,5,52,16,6,130,33,7,343,Europe,5,3
2020-05-03,USA,Affiliate_26,264,118,42,213,4859,7,13,164,35,15,370,46,15,536,55,15,866,82,16,1225,NA,5,3
2020-05-03,USA,Affiliate_27,434,187,72,352,15347,11,19,199,66,21,862,107,28,1285,135,30,1747,281,36,3586,NA,5,3
2020-05-03,USA,Affiliate_28,149,59,13,127,4499,3,3,59,15,7,149,19,8,208,21,9,246,25,9,341,NA,5,3
2020-05-03,USA,Affiliate_29,2465,902,351,2026,64145,54,103,983,302,119,3253,431,134,5006,535,147,6618,921,171,13745,NA,5,3
2020-05-03,USA,Affiliate_30,160,79,31,150,4824,4,6,36,30,10,240,53,13,425,61,15,505,104,18,1015,NA,5,3
2020-05-03,USA,Affiliate_31,358,167,64,313,3096,7,11,94,48,20,415,61,21,514,75,24,599,118,27,920,NA,5,3
2020-05-03,USA,Affiliate_32,41,14,7,33,3973,2,3,11,4,2,17,11,4,102,15,4,139,18,4,170,NA,5,3
2020-05-03,USA,Affiliate_33,197,67,19,150,1726,4,8,132,14,5,259,29,5,390,40,5,628,102,5,1481,NA,5,3
2020-05-03,USA,Affiliate_34,1538,537,130,1158,19194,9,13,156,49,25,461,69,28,604,79,30,749,147,36,1368,NA,5,3
2020-05-03,USA,Affiliate_35,227,94,37,165,10275,12,17,144,29,17,235,39,18,355,46,20,439,83,23,785,NA,5,3
2020-05-03,USA,Affiliate_36,41,24,3,39,104,0,0,0,0,0,0,2,1,25,2,1,25,2,1,25,NA,5,3
2020-05-03,USA,Rest,3190,790,198,1942,12899,19,22,165,77,42,529,108,48,783,128,52,960,220,63,1680,NA,5,3
2020-06-03,Australia,Affiliate_27,33,9,3,25,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,3
2020-06-03,Australia,Affiliate_34,6,3,1,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,3
2020-06-03,Australia,Rest,74,27,10,56,1405,0,0,0,0,0,0,1,1,15,1,1,15,3,2,16,Asia,6,3
2020-06-03,Canada,Affiliate_27,50,16,9,32,1293,0,0,0,0,0,0,3,2,4,3,2,4,6,3,52,NA,6,3
2020-06-03,Canada,Affiliate_31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,3
2020-06-03,Canada,Affiliate_34,158,48,26,126,2868,3,3,8,8,5,23,9,6,26,12,7,47,31,9,263,NA,6,3
2020-06-03,Canada,Rest,27,5,4,24,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,3
2020-06-03,France,Affiliate_26,47,20,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,3
2020-06-03,France,Affiliate_27,49,20,5,32,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,3
2020-06-03,France,Affiliate_29,738,259,76,618,8018,4,7,42,35,12,428,52,15,742,56,16,788,70,20,1040,Europe,6,3
2020-06-03,France,Affiliate_30,15,6,2,13,207,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,Europe,6,3
2020-06-03,France,Affiliate_31,106,44,14,91,6280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,3
2020-06-03,France,Affiliate_34,18,7,2,14,134,0,0,0,0,0,0,0,0,0,2,2,8,4,2,18,Europe,6,3
2020-06-03,France,Affiliate_35,64,20,4,44,850,1,1,26,3,3,36,3,3,36,3,3,36,3,3,36,Europe,6,3
2020-06-03,France,Rest,75,25,8,67,1488,0,0,0,2,1,36,2,1,36,2,1,36,2,1,36,Europe,6,3
2020-06-03,Germany,Affiliate_26,22,11,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,3
2020-06-03,Germany,Affiliate_27,57,28,14,43,844,1,2,19,3,1,23,4,1,29,5,1,41,9,2,105,Europe,6,3
2020-06-03,Germany,Affiliate_29,624,236,85,543,10791,9,13,179,51,23,599,77,27,915,103,29,1220,186,36,2353,Europe,6,3
2020-06-03,Germany,Affiliate_30,24,12,7,22,281,2,2,13,7,3,66,12,3,125,18,3,158,24,3,247,Europe,6,3
2020-06-03,Germany,Affiliate_31,265,102,35,211,8811,6,11,118,30,12,279,39,12,402,51,12,517,70,12,823,Europe,6,3
2020-06-03,Germany,Affiliate_33,89,38,9,75,578,0,0,0,19,3,283,25,3,419,39,3,805,65,3,1499,Europe,6,3
2020-06-03,Germany,Affiliate_34,290,83,32,212,2857,2,3,6,10,5,68,11,5,69,16,5,132,33,9,385,Europe,6,3
2020-06-03,Germany,Rest,162,47,17,132,2053,0,0,0,5,3,120,7,5,133,12,6,246,38,6,757,Europe,6,3
2020-06-03,Japan,Affiliate_27,3,1,1,1,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,3
2020-06-03,Japan,Affiliate_29,68,23,7,45,6083,2,2,22,2,2,22,2,2,22,2,2,22,4,3,49,Asia,6,3
2020-06-03,Japan,Affiliate_34,9,3,1,7,209,1,6,140,12,1,229,12,1,229,16,1,302,21,1,393,Asia,6,3
2020-06-03,Japan,Rest,23,7,2,17,5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,3
2020-06-03,Rest of the world,Affiliate_26,348,145,22,273,338,1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,Rest of the world,6,3
2020-06-03,Rest of the world,Affiliate_27,290,108,34,290,3669,2,5,21,17,7,121,32,10,363,46,10,406,85,11,943,Rest of the world,6,3
2020-06-03,Rest of the world,Affiliate_28,329,97,11,241,1448,1,2,4,8,3,28,12,4,45,12,4,45,12,4,51,Rest of the world,6,3
2020-06-03,Rest of the world,Affiliate_29,2815,1073,382,2268,60785,61,109,1479,265,121,2877,369,144,3851,440,150,4383,692,164,7195,Rest of the world,6,3
2020-06-03,Rest of the world,Affiliate_30,509,181,79,408,3420,1,1,1,10,6,20,17,10,63,27,12,114,62,14,305,Rest of the world,6,3
2020-06-03,Rest of the world,Affiliate_31,2241,654,140,1646,2341,4,4,3,10,8,8,11,8,9,12,9,21,18,12,44,Rest of the world,6,3
2020-06-03,Rest of the world,Affiliate_32,3319,1194,503,2618,168948,101,201,2911,533,184,7006,779,214,10007,996,232,13311,1795,262,25136,Rest of the world,6,3
2020-06-03,Rest of the world,Affiliate_33,1077,270,53,693,3021,1,4,24,20,6,98,21,6,111,27,8,166,48,10,488,Rest of the world,6,3
2020-06-03,Rest of the world,Affiliate_34,3957,1141,325,2828,17316,5,6,36,18,12,126,49,24,265,63,24,329,123,36,724,Rest of the world,6,3
2020-06-03,Rest of the world,Rest,848,235,80,674,7982,8,11,83,29,13,255,42,14,307,49,15,360,98,22,830,Rest of the world,6,3
2020-06-03,Russia,Affiliate_26,651,271,101,637,1772,2,2,24,10,6,62,20,9,112,30,10,224,50,11,372,Europe,6,3
2020-06-03,Russia,Affiliate_28,331,116,32,289,1190,0,0,0,5,4,5,7,4,8,8,4,19,12,4,43,Europe,6,3
2020-06-03,Russia,Affiliate_30,239,117,60,228,1692,3,3,4,4,4,19,12,7,41,16,8,79,52,11,211,Europe,6,3
2020-06-03,Russia,Affiliate_31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,3
